Date,NLMK.ME,GMKN.ME,CHMF.ME
2015-11-20,33.44969177246094,9591.611328125,299.2630310058594
2015-11-23,33.69144058227539,9434.5673828125,298.4104309082031
2015-11-24,32.68260955810547,9287.4599609375,289.2348327636719
2015-11-25,32.961551666259766,9369.958984375,290.3716735839844
2015-11-26,33.166107177734375,9333.181640625,293.1324462890625
2015-11-27,32.95224380493164,9164.212890625,288.5040283203125
2015-11-30,32.58032989501953,8866.02734375,285.7431640625
2015-12-01,32.49664688110352,8999.216796875,285.5401916503906
2015-12-02,32.58963394165039,8884.9130859375,286.5146484375
2015-12-03,32.6314697265625,9057.859375,283.1854248046875
2015-12-04,31.506404876708984,8797.4443359375,278.8006286621094
2015-12-07,30.637041091918945,8870.9970703125,273.6038513183594
2015-12-08,30.107051849365234,8915.7236328125,273.88800048828125
2015-12-09,29.893199920654297,8880.9365234375,267.1484375
2015-12-10,30.637041091918945,8870.9970703125,263.900390625
2015-12-11,30.1674919128418,8846.1513671875,261.82977294921875
2015-12-14,29.33531379699707,8726.8740234375,257.6479797363281
2015-12-15,29.288822174072266,8910.75390625,261.8703918457031
2015-12-16,29.074966430664062,9052.890625,257.16082763671875
2015-12-17,28.447345733642575,9392.8212890625,261.211669921875
2015-12-18,27.638416290283203,9173.1572265625,251.26075744628903
2015-12-21,27.196760177612305,8993.251953125,251.50946044921875
2015-12-22,27.09913825988769,9164.212890625,252.0899658203125
2015-12-23,27.368776321411133,9353.0615234375,250.43145751953125
2015-12-24,28.275341033935547,9287.4599609375,248.8144378662109
2015-12-25,28.744892120361328,9287.4599609375,248.89735412597656
2015-12-28,28.382266998291016,9296.740234375,253.1265563964844
2015-12-29,29.181900024414062,9136.658203125,255.40696716308597
2015-12-30,29.10286521911621,9097.880859375,252.7118682861328
2016-01-04,28.58217430114746,8871.1787109375,247.6949462890625
2016-01-05,28.24279022216797,9033.2490234375,254.0801696777344
2016-01-06,29.179414749145508,8938.79296875,265.2749328613281
2016-01-11,28.502172470092773,8551.0126953125,256.6093444824219
2016-01-12,29.25626945495605,8504.28125,257.0654296875
2016-01-13,29.328317642211918,8564.9345703125,253.4582061767578
2016-01-14,28.8912296295166,8415.787109375,254.1630706787109
2016-01-15,27.618377685546875,8004.1455078125,250.43145751953125
2016-01-18,27.925783157348636,8242.7802734375,257.8946533203125
2016-01-19,28.045867919921875,8491.35546875,260.7969665527344
2016-01-20,27.47428131103516,8599.7353515625,263.2018127441406
2016-01-21,28.86721611022949,9077.9931640625,274.47955322265625
2016-01-22,29.779821395874023,9048.1640625,266.1871032714844
2016-01-25,29.971948623657227,8998.44921875,268.7577819824219
2016-01-26,30.54352760314941,8829.4169921875,267.3480224609375
2016-01-27,31.74912643432617,8939.7861328125,270.1259765625
2016-01-28,31.0334587097168,8918.9052734375,261.211669921875
2016-01-29,31.4609317779541,8799.587890625,257.6873779296875
2016-02-01,31.71550750732422,8648.455078125,263.2846984863281
2016-02-02,32.58967971801758,8873.1669921875,263.0359802246094
2016-02-03,32.90188980102539,8720.044921875,262.165283203125
2016-02-04,33.04119110107422,8947.73828125,266.518798828125
2016-02-05,34.102691650390625,8953.7060546875,264.11395263671875
2016-02-08,33.574344635009766,8819.474609375,265.7724914550781
2016-02-09,33.67041015625,8600.7275390625,269.0894470214844
2016-02-10,34.102691650390625,8461.525390625,268.7992248535156
2016-02-11,34.72710418701172,8328.2900390625,275.26727294921875
2016-02-12,35.04412078857422,8302.435546875,272.8210754394531
2016-02-15,36.02397155761719,8297.466796875,271.5771789550781
2016-02-16,37.00381851196289,8437.6630859375,274.47955322265625
2016-02-17,36.28815460205078,8583.8251953125,267.0578308105469
2016-02-18,35.59648895263672,8829.4169921875,269.5455322265625
2016-02-19,35.20262145996094,8695.189453125,267.4309997558594
2016-02-22,35.86067199707031,8700.1591796875,267.7212219238281
2016-02-24,35.71656799316406,8700.1591796875,265.8968200683594
2016-02-25,35.63011169433594,8700.1591796875,265.3993835449219
2016-02-26,35.063331604003906,8884.10546875,263.2846984863281
2016-02-29,35.35152053833008,9089.92578125,261.211669921875
2016-03-01,35.22183990478516,9053.1357421875,257.47998046875
2016-03-02,35.572471618652344,9041.205078125,259.6775207519531
2016-03-03,35.7838134765625,9137.654296875,258.7239074707031
2016-03-04,36.302547454833984,9247.0263671875,260.8384704589844
2016-03-07,36.84052276611328,9439.919921875,267.1407165527344
2016-03-09,37.03264617919922,9247.0263671875,265.3578796386719
2016-03-10,36.70122909545898,9228.1337890625,269.0479736328125
2016-03-11,37.51775741577149,9168.4755859375,270.3332824707031
2016-03-14,38.425575256347656,9097.880859375,281.5280456542969
2016-03-15,37.68587875366211,9149.583984375,269.9187316894531
2016-03-16,37.91642761230469,9067.0576171875,272.40643310546875
2016-03-17,37.58981323242188,9190.3505859375,270.1259765625
2016-03-18,38.77620697021485,9435.9443359375,276.8013916015625
2016-03-21,38.425575256347656,9336.5126953125,281.9842224121094
2016-03-22,39.09801864624024,9386.2265625,294.7960205078125
2016-03-23,39.95298767089844,9187.369140625,292.3083190917969
2016-03-24,39.97700119018555,8968.6201171875,296.7861633300781
2016-03-25,39.4294319152832,8994.47265625,295.6252136230469
2016-03-28,39.81850051879883,8943.763671875,296.8691101074219
2016-03-29,39.68400573730469,8884.10546875,297.5324401855469
2016-03-30,40.58220672607422,8899.0205078125,303.29571533203125
2016-03-31,40.03944396972656,8650.443359375,295.21063232421875
2016-04-01,41.44197463989258,8411.8115234375,304.7054443359375
2016-04-04,42.81568908691406,8410.8154296875,311.588134765625
2016-04-05,42.292137145996094,8650.443359375,309.6809387207031
2016-04-06,42.32576751708984,8748.8798828125,306.2395324707031
2016-04-07,43.13270568847656,8638.51171875,307.8565368652344
2016-04-08,43.27199172973633,8579.8486328125,303.0884094238281
2016-04-11,42.98860931396485,8732.970703125,315.2782592773437
2016-04-12,41.85985565185547,8680.2744140625,309.84674072265625
2016-04-13,41.18740463256836,9069.0458984375,316.9782409667969
2016-04-14,41.97993087768555,9097.880859375,326.3072509765625
2016-04-15,42.373802185058594,9068.05078125,325.4365539550781
2016-04-18,42.12403106689453,9217.1982421875,322.0780944824219
2016-04-19,43.56499862670898,9188.3623046875,323.36346435546875
2016-04-20,45.48626708984375,9206.2587890625,331.19976806640625
2016-04-21,44.82822799682617,9314.63671875,334.4752197265625
2016-04-22,44.19421005249024,9694.4658203125,339.1190185546875
2016-04-25,44.57366180419922,9576.138671875,343.72137451171875
2016-04-26,44.21342468261719,9694.4658203125,320.08795166015625
2016-04-27,43.372859954833984,9644.748046875,318.0147705078125
2016-04-28,42.4122314453125,9653.6962890625,314.3246459960937
2016-04-29,42.86852645874024,9355.4033203125,301.4299011230469
2016-05-04,40.1787338256836,9048.1640625,295.5837097167969
2016-05-05,40.438114166259766,8758.8212890625,296.8276062011719
2016-05-06,41.835845947265625,8710.1025390625,299.3568420410156
2016-05-10,40.05866622924805,8764.7880859375,284.5963134765625
2016-05-11,40.75992584228516,8799.587890625,283.18658447265625
2016-05-12,40.31803512573242,8860.2412109375,286.0888977050781
2016-05-13,40.1787338256836,8934.81640625,285.6742858886719
2016-05-16,41.40835571289063,8879.134765625,283.2695617675781
2016-05-17,41.00488662719727,8879.134765625,285.7157592773437
2016-05-18,41.40354537963867,9043.1943359375,295.9154663085937
2016-05-19,40.40448760986328,9137.654296875,290.5253295898437
2016-05-20,40.81756591796875,9068.05078125,292.0595397949219
2016-05-23,39.770469665527344,8979.5576171875,288.0791015625
2016-05-24,39.89054489135742,9033.2490234375,288.7010498046875
2016-05-25,40.61582946777344,9027.2841796875,291.5205078125
2016-05-26,40.65424728393555,9099.869140625,288.9912414550781
2016-05-27,41.01930236816406,9087.9375,292.722900390625
2016-05-30,41.13937759399414,9147.595703125,290.73272705078125
2016-05-31,41.30268096923828,8938.79296875,278.0038146972656
2016-06-01,40.34684371948242,8977.5693359375,279.6622619628906
2016-06-02,38.99235153198242,8874.1630859375,279.9525756835937
2016-06-03,38.64170455932617,8808.5380859375,276.75994873046875
2016-06-06,38.77620697021485,8916.9169921875,285.2597351074219
2016-06-07,38.915489196777344,8922.8828125,291.0230407714844
2016-06-08,38.4207649230957,8822.45703125,287.0010986328125
2016-06-09,38.670528411865234,8649.4501953125,280.0354309082031
2016-06-10,39.04743194580078,8646.4658203125,278.5843505859375
2016-06-14,39.80125045776367,8620.6142578125,274.47955322265625
2016-06-15,39.70577621459961,8504.28125,270.2504272460937
2016-06-16,39.57511138916016,8449.59375,265.6065979003906
2016-06-17,40.15303039550781,8399.8779296875,270.49920654296875
2016-06-20,40.32389831542969,8255.05078125,274.97711181640625
2016-06-21,40.40430450439453,8367.4365234375,279.4549865722656
2016-06-22,41.04253005981445,8303.7841796875,285.6742858886719
2016-06-23,40.98223114013672,8361.4697265625,283.6011962890625
2016-06-24,40.73597717285156,8334.6171875,281.5280456542969
2016-06-27,39.70074462890625,8240.1298828125,272.323486328125
2016-06-28,41.5350227355957,8434.076171875,282.9377746582031
2016-06-29,41.91695022583008,8439.046875,289.19854736328125
2016-06-30,41.71090316772461,8493.7509765625,290.5253295898437
2016-07-01,42.06268310546875,8449.9873046875,302.1606140136719
2016-07-04,42.26873016357422,8813.01171875,295.67742919921875
2016-07-05,41.26866912841797,8761.29296875,299.00537109375
2016-07-06,42.28380584716797,8724.4921875,302.9817810058594
2016-07-07,40.781211853027344,8672.775390625,292.2195739746094
2016-07-08,42.47476959228516,8625.0361328125,284.4830322265625
2016-07-11,42.339088439941406,8807.04296875,289.19415283203125
2016-07-12,43.62055969238281,8976.1240234375,299.869873046875
2016-07-13,44.143211364746094,9249.6337890625,300.0859680175781
2016-07-14,44.51508712768555,9246.6513671875,307.3903503417969
2016-07-15,45.4246826171875,9239.6875,315.51593017578125
2016-07-18,45.103057861328125,9257.58984375,315.6456604003906
2016-07-19,46.72124862670898,9259.5810546875,319.3194885253906
2016-07-20,47.08810043334961,9246.6513671875,321.999267578125
2016-07-21,46.173465728759766,9339.146484375,320.2702941894531
2016-07-22,45.39955139160156,9349.091796875,323.0797119140625
2016-07-25,45.20858383178711,9255.6025390625,324.592529296875
2016-07-26,47.002662658691406,9288.4248046875,328.9146728515625
2016-07-27,45.6307258605957,9393.849609375,330.2113037109375
2016-07-28,46.34937286376953,9483.3623046875,332.8045654296875
2016-07-29,47.88712692260742,9392.8544921875,342.8318176269531
2016-08-01,47.08307266235352,9584.80859375,334.74957275390625
2016-08-02,47.14338684082031,9529.1123046875,332.5019836425781
2016-08-03,46.86195373535156,9607.6845703125,339.6766967773437
2016-08-04,47.0629768371582,9681.28515625,344.1285095214844
2016-08-05,46.74636459350586,9725.0458984375,343.60986328125
2016-08-08,46.92728805541992,9776.76171875,344.4310913085937
2016-08-09,47.36952209472656,9796.654296875,352.68634033203125
2016-08-10,46.113162994384766,9873.23828125,342.8751220703125
2016-08-11,46.23377990722656,9934.9033203125,342.9614562988281
2016-08-12,46.21870422363281,9806.6025390625,340.5843505859375
2016-08-15,46.13829040527344,9913.0205078125,342.7454528808594
2016-08-16,46.09809875488281,9920.978515625,345.3387756347656
2016-08-17,46.0830078125,9717.087890625,335.8300170898437
2016-08-18,46.69108581542969,9549.0048828125,349.6607666015625
2016-08-19,46.58555221557617,9734.9912109375,346.6785888671875
2016-08-22,46.51519775390625,9836.439453125,351.7355041503906
2016-08-23,47.309226989746094,9825.4990234375,352.2541809082031
2016-08-24,46.947391510009766,9799.638671875,348.4938659667969
2016-08-25,46.71117782592773,9707.1435546875,346.63531494140625
2016-08-26,45.98250961303711,9545.0263671875,341.8810119628906
2016-08-29,45.409610748291016,9587.79296875,338.6393737792969
2016-08-30,45.83173751831055,9575.857421875,336.39190673828125
2016-08-31,45.22868728637695,9519.1669921875,325.02471923828125
2016-09-01,45.27894592285156,9578.83984375,330.5137939453125
2016-09-02,46.01768112182617,9664.3740234375,335.8300170898437
2016-09-05,45.98250961303711,9657.412109375,337.8182067871094
2016-09-06,46.344329833984375,9872.2421875,341.0165710449219
2016-09-07,45.78149032592773,9817.5419921875,340.15216064453125
2016-09-08,46.173465728759766,9727.0361328125,345.2955017089844
2016-09-09,46.118194580078125,9667.361328125,337.8182067871094
2016-09-12,44.57538986206055,9637.5234375,338.0342712402344
2016-09-13,44.43468475341797,9697.19921875,341.0165710449219
2016-09-14,43.324066162109375,9494.3017578125,332.2427062988281
2016-09-15,43.05269241333008,9468.4443359375,323.9747619628906
2016-09-16,41.58024597167969,9418.7138671875,322.20050048828125
2016-09-19,41.10282897949219,9453.5224609375,326.414306640625
2016-09-20,42.64563751220703,9510.21484375,337.05975341796875
2016-09-21,44.02762985229492,9368.9853515625,345.0881652832031
2016-09-22,44.69599914550781,9662.3857421875,348.2816467285156
2016-09-23,43.89695739746094,9677.306640625,346.8622741699219
2016-09-26,43.06777191162109,9614.6474609375,343.713134765625
2016-09-27,42.94213485717773,9727.0361328125,346.5075378417969
2016-09-28,42.76625061035156,9898.1025390625,351.3866577148437
2016-09-29,42.96725845336914,9864.287109375,345.8421325683594
2016-09-30,41.68075180053711,9758.86328125,333.9991455078125
2016-10-03,42.66572952270508,9595.7490234375,340.2088928222656
2016-10-04,42.54009628295898,9586.7978515625,349.9672546386719
2016-10-05,42.54009628295898,9478.38671875,354.0480041503906
2016-10-06,43.4496955871582,9423.6865234375,353.7818603515625
2016-10-07,43.4195442199707,9350.087890625,354.4028625488281
2016-10-10,44.707069396972656,9355.0615234375,358.7940368652344
2016-10-11,43.69435501098633,9398.822265625,362.3868713378906
2016-10-12,44.14728546142578,9380.919921875,362.1650085449219
2016-10-13,44.73251724243164,9349.091796875,359.5924377441406
2016-10-14,44.29486083984375,9339.146484375,358.3948669433594
2016-10-17,45.8113899230957,9199.9033203125,363.7619018554688
2016-10-18,45.98950958251953,9313.2900390625,354.8463134765625
2016-10-19,45.80120086669922,9218.80078125,361.4997863769531
2016-10-20,45.76557922363281,9150.1748046875,364.3828430175781
2016-10-21,44.63582611083984,9325.2216796875,366.9112243652344
2016-10-24,45.60273742675781,9199.9033203125,368.3305969238281
2016-10-25,46.76811981201172,9253.6142578125,365.9352722167969
2016-10-26,48.10144805908203,9256.595703125,379.552490234375
2016-10-27,49.02764129638672,9399.8173828125,385.2744140625
2016-10-28,48.75285339355469,9294.388671875,384.4759826660156
2016-10-31,52.18793487548828,9293.3955078125,393.1697998046875
2016-11-01,50.971656799316406,9259.5810546875,385.0969543457031
2016-11-02,50.35588073730469,9150.1748046875,376.4920043945313
2016-11-03,50.73756790161133,9107.408203125,373.8306884765625
2016-11-07,53.282073974609375,9180.0146484375,381.9033508300781
2016-11-08,52.208282470703125,9349.091796875,383.4114685058594
2016-11-09,52.93601989746094,9538.064453125,389.4439086914063
2016-11-10,57.33293914794922,9991.5947265625,409.27093505859375
2016-11-11,59.71968460083008,10095.0322265625,413.839599609375
2016-11-14,59.63825988769531,10323.78515625,410.29107666015625
2016-11-15,58.208251953125,10310.8544921875,406.5652465820313
2016-11-16,58.80365753173828,10214.380859375,406.2990417480469
2016-11-17,59.67388153076172,10233.2763671875,408.9605102539063
2016-11-18,58.77822494506836,10089.0634765625,405.6338195800781
2016-11-21,58.38126373291016,10082.1015625,402.30706787109375
2016-11-22,59.28712463378906,10221.34375,418.275146484375
2016-11-23,59.49067687988281,10433.189453125,425.9043273925781
2016-11-24,60.05047225952149,10441.146484375,429.3640747070313
2016-11-25,60.757850646972656,10393.4072265625,436.2835388183594
2016-11-28,62.62553024291992,10492.865234375,436.4610900878906
2016-11-29,62.594970703125,10411.3095703125,434.0215148925781
2016-11-30,60.01993942260742,10314.8359375,426.1260986328125
2016-12-01,59.10900115966797,10562.484375,427.9891357421875
2016-12-02,58.52377700805664,10622.16015625,431.5818786621094
2016-12-05,59.77057647705078,10771.34765625,429.142333984375
2016-12-06,59.388916015625,10840.96875,446.9290466308594
2016-12-07,61.32781982421875,10930.482421875,446.6628723144531
2016-12-08,60.30492782592773,11010.048828125,450.52191162109375
2016-12-09,57.50596618652344,10936.4501953125,446.2192687988281
2016-12-12,55.68408966064453,10849.919921875,429.7633056640625
2016-12-13,57.59246826171875,10745.4873046875,433.7996826171875
2016-12-14,57.17518615722656,10532.6494140625,432.5980224609375
2016-12-15,58.95634078979492,10455.0732421875,441.473876953125
2016-12-16,58.61537551879883,10467.9990234375,430.1400146484375
2016-12-19,57.455074310302734,10204.43359375,420.26275634765625
2016-12-20,57.56193542480469,10193.49609375,428.31939697265625
2016-12-21,56.93599319458008,10138.79296875,420.0807189941406
2016-12-22,56.386375427246094,10134.814453125,414.5276489257813
2016-12-23,56.732452392578125,10114.9228515625,410.0213012695313
2016-12-26,57.93852996826172,10146.7490234375,418.3055114746094
2016-12-27,57.70952606201172,9846.845703125,414.20892333984375
2016-12-28,57.06321716308594,9741.3720703125,412.3883056640625
2016-12-29,57.86219787597656,9901.5712890625,415.1192626953125
2016-12-30,58.51359558105469,10071.72265625,428.8655700683594
2017-01-03,59.12428283691406,10194.11328125,427.86419677734375
2017-01-04,59.18535232543945,10144.359375,432.6435546875
2017-01-05,59.03266143798828,9975.2041015625,428.7745666503906
2017-01-06,58.91183471679688,9990.1298828125,428.7290344238281
2017-01-09,58.691200256347656,10064.7587890625,432.87115478515625
2017-01-10,60.409061431884766,10345.35546875,437.8780822753906
2017-01-11,60.566673278808594,10387.1484375,437.7415161132813
2017-01-12,60.93440628051758,9944.359375,434.8283386230469
2017-01-13,59.59477615356445,9707.541015625,429.0477294921875
2017-01-16,59.36364364624024,9712.513671875,433.1897888183594
2017-01-17,59.1009635925293,9567.2412109375,432.1427917480469
2017-01-18,59.67884063720703,9501.5693359375,427.86419677734375
2017-01-19,58.89083099365234,9542.3662109375,424.8600463867188
2017-01-20,57.78760528564453,9313.5087890625,415.43792724609375
2017-01-23,57.26752853393555,9377.1904296875,410.3399963378906
2017-01-24,59.1009635925293,9438.8828125,422.0834655761719
2017-01-25,59.13248825073242,9487.638671875,425.4517517089844
2017-01-26,61.14979553222656,9741.3720703125,446.0711364746094
2017-01-27,61.35993576049805,9743.36328125,452.30706787109375
2017-01-30,60.99745941162109,9723.4599609375,438.9705200195313
2017-01-31,62.01660537719727,9581.171875,432.41595458984375
2017-02-01,63.08830261230469,9799.083984375,443.7042541503906
2017-02-02,62.86240005493164,10204.0615234375,433.3262939453125
2017-02-03,62.615501403808594,10038.88671875,424.4959716796875
2017-02-06,62.12168502807617,9872.7158203125,435.10150146484375
2017-02-07,62.01660537719727,10085.654296875,428.1373291015625
2017-02-08,63.70296859741211,10084.6572265625,424.2228088378906
2017-02-09,63.934120178222656,9949.3330078125,412.4337768554688
2017-02-10,63.71872329711914,10021.9716796875,414.1178894042969
2017-02-13,63.96037673950195,9840.8759765625,420.9910278320313
2017-02-14,63.645164489746094,9691.619140625,413.2075805664063
2017-02-15,63.92360305786133,9890.626953125,413.5261840820313
2017-02-16,64.21778869628906,9907.54296875,409.6117248535156
2017-02-17,64.61180877685547,9671.720703125,401.8737182617188
2017-02-20,63.345733642578125,9537.3896484375,401.4641418457031
2017-02-21,62.69955825805664,9628.93359375,409.1564636230469
2017-02-22,62.41061782836914,9552.31640625,398.5054931640625
2017-02-24,61.134037017822266,9450.8203125,386.761962890625
2017-02-27,59.86271286010742,9294.6025390625,382.7564086914063
2017-02-28,59.17976379394531,9264.751953125,376.5660095214844
2017-03-01,59.699851989746094,9324.455078125,391.2681274414063
2017-03-02,58.31294250488281,9259.7763671875,379.88873291015625
2017-03-03,58.57561492919922,9289.626953125,375.5191040039063
2017-03-06,57.78760528564453,9277.685546875,374.6542663574219
2017-03-07,57.01009750366211,9015.9912109375,363.3659362792969
2017-03-09,56.92604064941406,8763.25390625,368.2817993164063
2017-03-10,56.757957458496094,8811.0146484375,368.7825927734375
2017-03-13,56.7474365234375,8920.4677734375,369.283203125
2017-03-14,58.10807800292969,9051.814453125,374.5177001953125
2017-03-15,58.01350021362305,9012.0126953125,370.0570373535156
2017-03-16,58.57037353515625,9009.02734375,379.38812255859375
2017-03-17,59.97304534912109,9123.4560546875,379.38812255859375
2017-03-20,59.941497802734375,8966.240234375,371.14947509765625
2017-03-21,60.072845458984375,9063.7548828125,379.7067260742188
2017-03-22,59.31635284423828,9134.4013671875,380.6625671386719
2017-03-23,58.050289154052734,9136.3916015625,375.29150390625
2017-03-24,58.827781677246094,9119.4755859375,375.5191040039063
2017-03-27,58.65967559814453,8846.837890625,373.8349609375
2017-03-28,58.97489547729492,8966.240234375,377.7950439453125
2017-03-29,59.46870040893555,8940.369140625,378.0225524902344
2017-03-30,59.46870040893555,8944.3515625,371.0127868652344
2017-03-31,59.42141342163086,8884.6484375,368.6459655761719
2017-04-03,59.16401290893555,8929.42578125,381.8914794921875
2017-04-04,59.15349578857422,8955.296875,376.429443359375
2017-04-05,59.02742767333984,9140.37109375,391.45025634765625
2017-04-06,58.21314239501953,9087.6357421875,383.7122192382813
2017-04-07,58.23414611816406,8980.171875,382.3466796875
2017-04-10,56.316654205322266,8911.513671875,370.9673767089844
2017-04-11,56.73692321777344,8919.474609375,369.6018676757813
2017-04-12,55.71251678466797,8879.6708984375,363.6845703125
2017-04-13,55.42356872558594,8731.412109375,362.27349853515625
2017-04-14,54.74588394165039,8666.736328125,355.67352294921875
2017-04-17,55.371036529541016,8797.0849609375,361.3176574707031
2017-04-18,53.38525772094727,8513.5009765625,353.8982849121094
2017-04-19,52.90192794799805,8510.515625,348.3907165527344
2017-04-20,53.33270263671875,8577.181640625,350.3934631347656
2017-04-21,53.24339294433594,8495.5908203125,352.3052062988281
2017-04-24,54.22579193115234,8641.8603515625,356.5838317871094
2017-04-25,55.58116912841797,8828.9267578125,361.8638305664063
2017-04-26,56.490020751953125,8845.8427734375,357.49420166015625
2017-04-27,56.9365463256836,8706.5380859375,354.1258544921875
2017-04-28,56.60558319091797,8703.5517578125,353.2155456542969
2017-05-02,57.26226806640625,8765.244140625,354.5810852050781
2017-05-03,55.996192932128906,8644.8466796875,353.6707763671875
2017-05-04,56.4795150756836,8657.78125,355.3093566894531
2017-05-05,56.206329345703125,8721.462890625,352.8969116210937
2017-05-10,57.10992050170898,8614.9970703125,354.8541564941406
2017-05-11,55.36579132080078,8457.779296875,348.6182556152344
2017-05-12,54.53049087524414,8363.2529296875,340.6982421875
2017-05-15,55.31850814819336,8487.6298828125,335.23614501953125
2017-05-16,57.93996047973633,8360.2666015625,338.19482421875
2017-05-17,58.11333084106445,8330.4150390625,339.1961669921875
2017-05-18,57.10466766357422,8378.1767578125,334.2802429199219
2017-05-19,57.26226806640625,8263.748046875,334.8265075683594
2017-05-22,56.36392593383789,8233.8955078125,330.2747497558594
2017-05-23,56.547794342041016,8317.4814453125,339.6513977050781
2017-05-24,56.89453506469727,8357.2822265625,346.8429870605469
2017-05-25,56.285133361816406,8186.1357421875,345.9327392578125
2017-05-26,56.99959945678711,8159.26953125,340.92578125
2017-05-29,58.21839904785156,8102.55322265625,342.6099548339844
2017-05-30,57.03113555908203,8010.01416015625,344.5672607421875
2017-05-31,60.6769905090332,7862.75,336.1465148925781
2017-06-01,57.31480407714844,7752.30078125,333.18780517578125
2017-06-02,57.05213165283203,7790.1123046875,330.6388854980469
2017-06-05,56.5005111694336,7847.82470703125,328.6816711425781
2017-06-06,56.78419876098633,7858.77001953125,324.0844116210937
2017-06-07,57.64051055908203,7825.93359375,329.1368713378906
2017-06-08,57.25701522827149,7973.19775390625,334.09820556640625
2017-06-09,57.36207962036133,8059.76611328125,333.3244323730469
2017-06-13,58.15492630004883,8017.974609375,328.90924072265625
2017-06-14,58.11058044433594,8072.70166015625,313.84295654296875
2017-06-15,56.29756546020508,7971.20849609375,317.3478698730469
2017-06-16,57.07930755615234,8113.4990234375,326.3602294921875
2017-06-19,57.8222770690918,8209.0205078125,335.8688659667969
2017-06-20,58.11058044433594,8269.7177734375,345.58856201171875
2017-06-21,58.52085876464844,8248.82421875,350.6447448730469
2017-06-22,59.44676971435547,7815.361328125,353.4427795410156
2017-06-23,59.32479095458984,7979.63330078125,357.3700256347656
2017-06-26,61.34848403930664,7963.70361328125,360.0698547363281
2017-06-27,62.08588790893555,8090.14404296875,376.171142578125
